Gene names,UniProt Accession Number,direction,basis,Intensity 31578,Intensity 31580,Intensity 31579,Intensity 31581,note
Qprt,Q91X91,UP,treated_only,0.0,12813000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Rab10;Rab13;Rab15,P61027;Q9DD03;Q8K386,UP,treated_only,0.0,23931000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Rab31;Rab22a,Q921E2;P35285,UP,treated_only,7626000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Rab5a,Q9CQD1,UP,treated_only,0.0,13768000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Rad1,Q9QWZ1,UP,treated_only,18067000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Raly,Q64012,UP,treated_only,13727000.0,31958000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Ran,P62827,UP,treated_only,3280600000.0,3007500000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Rangap1,P46061,UP,treated_only,97484000.0,133280000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Rap2c;Rap2a;Rap2b,Q8BU31;Q80ZJ1;P61226,UP,treated_only,8590000.0,15495000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Rbks,Q8R1Q9,UP,treated_only,45992000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Rbm25,B2RY56,UP,treated_only,20796000.0,14776000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Rbpms;Rbpms2,Q9WVB0;Q8VC52,UP,treated_only,2682700.0,4595100.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Rbsn,Q80Y56,UP,treated_only,0.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Rcc1,Q8VE37,UP,treated_only,2327600.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Reep2,Q8VCD6,UP,treated_only,4313500.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Reg3b,P35230,UP,treated_only,10161000.0,29221000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Rgmb,Q7TQ33,UP,treated_only,39164000.0,19152000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Rhebl1,Q9D8T3,UP,treated_only,83415000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Rnaseh2c,Q9CQ18,UP,treated_only,12050000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Rnf7,Q9WTZ1,UP,treated_only,13107000.0,18061000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Rpl17,Q9CPR4,UP,treated_only,33771000.0,26636000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Rpl18a,P62717,UP,on_with_treatment,0.0,123710000.0,0.0,0.0,"qualitative: identified in both MaxQuant sheets, but every replicate on one side reads null/zero. No fold change or p-value is statistically valid when one condition has zero variance."
Rpl19,P84099,UP,treated_only,2147100.0,3659500.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Rpl23,P62830,UP,treated_only,34097000.0,26256000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Rpl31,P62900,UP,treated_only,0.0,40370000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Rpl38,Q9JJI8,UP,treated_only,8051900.0,10194000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Rpl9,P51410,UP,treated_only,43112000.0,53880000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Rprd1b,Q9CSU0,UP,treated_only,13133000.0,31829000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Rps23,P62267,UP,treated_only,0.0,19516000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Rps6kb2;Rps6kb1,Q9Z1M4;Q8BSK8,UP,treated_only,22282000.0,36588000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Rwdd1,Q9CQK7,UP,treated_only,1340800000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Rwdd4,Q9CPR1,UP,treated_only,17959000.0,13356000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Safb,D3YXK2,UP,treated_only,36940000.0,2421400.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Sap18,O55128,UP,treated_only,35310000.0,15622000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Sbsn,Q8CIT9,UP,treated_only,3104500.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Scg3,P47867,UP,treated_only,10899000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Scin,Q60604,UP,on_with_treatment,19642000.0,14845000.0,0.0,0.0,"qualitative: identified in both MaxQuant sheets, but every replicate on one side reads null/zero. No fold change or p-value is statistically valid when one condition has zero variance."
Sdhaf2,Q8C6I2,UP,treated_only,16787000.0,15068000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Sema3a,O08665,UP,treated_only,0.0,134080000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Serpina3c,P29621,UP,treated_only,0.0,134640000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Sf3b6,P59708,UP,treated_only,0.0,14683000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Sfrp2,P97299,UP,treated_only,0.0,46668000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Sgsm3,Q8VCZ6,UP,treated_only,0.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Sh3bgr,Q9WUZ7,UP,treated_only,0.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Smarca5;Smarca1,Q91ZW3;Q6PGB8,UP,treated_only,56843000.0,52747000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Smarcc1,P97496,UP,treated_only,0.0,28887000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Smc3,Q9CW03,UP,treated_only,0.0,9856600.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Smurf1,Q9CUN6,UP,treated_only,31415000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Snx18,Q91ZR2,UP,treated_only,14832000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Sp4,Q62445,UP,treated_only,0.0,23834000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Spink8,Q09TK9,UP,treated_only,0.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Spint1,Q9R097,UP,treated_only,0.0,28106000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Spire2,Q8K1S6,UP,treated_only,0.0,12628000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Sprr2d;Sprr2k;Sprr2g;Sprr2b;Sprr2h,O70555;O70562;O70558;O70554;O70559,UP,treated_only,219870000.0,46947000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Srcin1,Q9QWI6,UP,treated_only,109750000.0,100370000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Srsf10,Q9R0U0,UP,treated_only,3854500.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Stk31;Ncam2,Q99MW1;O35136,UP,treated_only,8533900.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Stom,P54116,UP,treated_only,0.0,9038200.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Stx4,P70452,UP,treated_only,3746500.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Suclg1,Q9WUM5,UP,treated_only,18341000.0,21930000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Suclg2,Q9Z2I8,UP,treated_only,83010000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Suox,Q8R086,UP,treated_only,0.0,21420000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Synj2bp,Q9D6K5,UP,treated_only,3748800.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Szrd1,Q6NXN1,UP,treated_only,5532200.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Tatdn1,Q6P8M1,UP,treated_only,63781000.0,50244000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Tcea1,P10711,UP,treated_only,22811000.0,73862000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Tceal3;Tceal5,Q8R0A5;Q8CCT4,UP,treated_only,63785000.0,7485000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Tep1,P97499,UP,treated_only,3537300.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Tgm1,Q9JLF6,UP,treated_only,6385000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Tgm3,Q08189,UP,treated_only,6372000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Tigar,Q8BZA9,UP,treated_only,0.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Tjp1,P39447,UP,treated_only,6451900.0,17931000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Tmem106b,Q80X71,UP,treated_only,14406000.0,28359000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Tnfrsf1a,P25118,UP,treated_only,29690000.0,33591000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Tnpo3,Q6P2B1,UP,treated_only,85936000.0,14079000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Tp53bp1,P70399,UP,treated_only,0.0,13968000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Tpk1,Q9R0M5,UP,treated_only,32468000.0,19457000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Tra2b;Tra2a,P62996;Q6PFR5,UP,treated_only,1374200.0,6472300.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Triobp,Q99KW3,UP,treated_only,0.0,3943100.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Tshb,P12656,UP,treated_only,5301600.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Tst,P52196,UP,treated_only,92685000.0,89481000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Ttc23l,A6H6E9,UP,treated_only,23112000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Tuba1b;Tuba4a,P05213;P68368,UP,treated_only,500300000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Ube2d2,P62838,UP,treated_only,156640000.0,127510000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Ube2d3;Ube2d2b,P61079;Q6ZWY6,UP,treated_only,547620000.0,683110000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Ube2l6,Q9QZU9,UP,treated_only,13112000.0,14253000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Ube2q2;Ube2q1,Q8K2Z8;Q7TSS2,UP,treated_only,72499000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Ube2s,Q921J4,UP,treated_only,15480000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Ube2z,Q3UE37,UP,treated_only,33384000.0,49911000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Ubl4a,P21126,UP,treated_only,32546000.0,17199000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Ubqln1,Q8R317,UP,treated_only,79125000.0,76732000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Ubr4,A2AN08,UP,treated_only,53236000.0,6889800.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Ubxn1,Q922Y1,UP,treated_only,64784000.0,19546000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Ulk1,O70405,UP,treated_only,169840000.0,249380000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Uqcrc1,Q9CZ13,UP,treated_only,66964000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Usp24,B1AY13,UP,treated_only,3531300.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Usp4,P35123,UP,treated_only,22431000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Vtn,P29788,UP,treated_only,0.0,2682800.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Wasl,Q91YD9,UP,treated_only,0.0,7055900.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Wfdc1,Q9ESH5,UP,treated_only,11071000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Wibg,Q8CHP5,UP,treated_only,11855000.0,2113300.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Wipi2,Q80W47,UP,treated_only,31963000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Ypel5,P62700,UP,treated_only,0.0,4630100.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Ythdf1;Ythdf3;Ythdf2,P59326;Q8BYK6;Q91YT7,UP,treated_only,0.0,10182000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
,P0DOV1,DOWN,control_only,,,0.0,41355000.0,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
,Q9CQF4,DOWN,control_only,,,0.0,24894000.0,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
,Q9CRC6,DOWN,control_only,,,0.0,3008900.0,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Aasdhppt,Q9CQF6,DOWN,control_only,,,11306000.0,0.0,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Aatf,Q9JKX4,DOWN,control_only,,,139020000.0,29623000.0,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Abca6,Q8K441,DOWN,control_only,,,42849000.0,48266000.0,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Abcf1,Q6P542,DOWN,control_only,,,198480000.0,1094200000.0,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Actc1;Acta2;Actg2;Acta1,P68033;P62737;P63268;P68134,DOWN,control_only,,,4402100000.0,4382200000.0,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Adh7,Q64437,DOWN,control_only,,,21058000.0,24531000.0,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Adpgk,Q8VDL4,DOWN,control_only,,,0.0,0.0,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Ago1;Ago3;Ago4,Q8CJG1;Q8CJF9;Q8CJF8,DOWN,control_only,,,25091000.0,0.0,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Aimp2,Q8R010,DOWN,control_only,,,0.0,18423000.0,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Als2,Q920R0,DOWN,control_only,,,24419000.0,13935000.0,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Ankrd6,Q69ZU8,DOWN,control_only,,,18667000.0,13757000.0,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Anxa1,P10107,DOWN,control_only,,,3208500.0,107990000.0,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Anxa4,P97429,DOWN,control_only,,,0.0,5783700.0,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Aox2,Q5SGK3,DOWN,control_only,,,5136400.0,0.0,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Ap2a1;Ap2a2,P17426;P17427,DOWN,control_only,,,150540000.0,118380000.0,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Arf5,P84084,DOWN,control_only,,,13531000.0,0.0,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Arf6,P62331,DOWN,control_only,,,0.0,4095700.0,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Arl8b,Q9CQW2,DOWN,control_only,,,8377400.0,9860400.0,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Atp5c1,Q91VR2,DOWN,control_only,,,14828000.0,11012000.0,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Atp5i,Q06185,DOWN,control_only,,,4394100.0,5488700.0,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Atp6v1e1,P50518,DOWN,control_only,,,122720000.0,76116000.0,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Banf1,O54962,DOWN,control_only,,,35413000.0,19051000.0,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Bcap31,Q61335,DOWN,control_only,,,0.0,8144500.0,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Bccip,Q9CWI3,DOWN,control_only,,,0.0,9866600.0,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Bclaf1,Q8K019,DOWN,control_only,,,6342600.0,0.0,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Btnl10,Q9JK39,DOWN,control_only,,,181010000.0,0.0,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Cage1,Q5IR70,DOWN,control_only,,,0.0,0.0,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
